person, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24
on_inspection,19.72147070883803,4.211254720896569,-30.60341756051455,-7.5509179781645654,-22.74105095494213,-12.62786094555752,4.388975851958531,6.044757605173344,5.425473249087736,-11.33837582143862,9.298960350334742,-6.7224063962143354,-14.575421197302623,-15.01940855602366,-7.337760550687275,10.748295244038093,-8.808410335120033,1.2255151478792976,-3.4555740494791,2.360862820746735,-2.6913316878446136,1.8077366106052049,-0.4814193270464882,-0.006779008694184953
on_inspection,19.7105006491771,6.049510860608934,-36.20187702760911,-5.37529565680176,-17.956734201534804,-7.281260546108723,1.473093165379456,5.507591732534829,7.434569605046524,-9.046303940295592,7.428177394104915,-11.117484656369168,-9.271394260031284,-16.70079752761932,-5.222592988381265,7.706598557317086,-9.565447577070644,1.9207530304503206,-4.848564617606948,4.151502524645139,-3.772338498497049,2.3841340749608966,-0.5461041524502813,-0.22901571401457882
on_inspection,19.694296882259533,4.829330654617493,-38.52885872472288,-6.514993497051546,-15.539079507664876,-6.114332757402599,0.5627175046128086,5.395087957866739,6.084564041149834,-8.529454282412786,3.397359268538789,-12.584368472587599,-8.302017836160172,-16.461020247083525,-2.9281034176556333,8.264084440205169,-6.680035822815532,3.6798345228810843,-3.853726479440132,5.067775846872992,-3.9442979114227397,2.70250786053896,-0.5831085248781217,-0.29243057243284765
on_inspection,19.745082749859474,3.965174467014913,-41.41711677270097,-6.99690351530792,-12.456879880550847,-4.626529330407633,-1.8347550993496717,3.3514817340039205,5.514939483809657,-8.71310667929281,-1.594885691623944,-15.713098499706376,-8.895320965594683,-18.156398373013893,-3.8126785789530033,5.900296316702749,-6.2961495782218115,3.4576918133161083,-4.386516404459364,4.831074569941325,-4.389678676078473,2.6973547641600844,-0.5972359872758793,-0.3102735588780152
on_inspection,19.696702090563743,3.37838286036069,-40.34370717596969,-7.623325489959986,-8.98512088851249,-2.993311152423943,-1.7941344391003138,2.869141426650173,6.013734786126561,-7.9680556320859255,-1.9268523800283217,-13.179764248466753,-8.530107276144987,-17.392105724853252,-2.2183008997017986,6.694992436507819,-5.143765342761309,3.8218893304467696,-4.181447856808106,4.993673759824366,-4.396211575924174,2.726138756049044,-0.6148289185196643,-0.2664658355594894
on_inspection,19.570407328757074,3.8142882583834616,-38.29291671445527,-6.367311523907551,-4.1793298686976605,-0.7215612304874564,-4.54769246114121,0.3032735184391925,4.711906264694766,-8.613466773724834,-5.415996100142067,-14.344406108477884,-11.717200516771872,-19.921045204873217,-2.9010426492700896,7.675290316994035,-5.117373245848707,2.2918399882906626,-3.9942977698457027,4.5346072352090125,-4.416481238507057,2.8423031130217296,-0.6421001338484769,-0.18785208284282692
on_inspection,19.345011273740756,6.034354084586067,-33.055003733417706,-4.40591859855042,3.0615971375834614,1.6683233828744692,-9.795567352308774,-4.339076469685624,5.208889385479964,-6.5391351535023245,-7.701559240375259,-14.144452461049015,-11.6726322871656,-20.489667472097487,-4.961128677139426,7.532006871968472,-7.547534600773222,-1.657075310367135,-4.324372638769309,3.891287204571991,-4.473806896497129,2.3770312646884464,-0.7458617862957198,-0.0985011753378072
on_inspection,19.284866871254778,5.730244154283509,-31.847513494045426,-3.6875408124700066,4.540478592747217,3.5729032108801024,-11.217689113444875,-6.405575692126562,5.421755142369884,-7.022892023699755,-10.687371585490125,-15.949579860545867,-12.022244699269502,-22.439401271445668,-5.396091137448313,8.118135756666819,-8.22813641705099,-3.0751632550913706,-4.258078854151246,3.751541247362862,-5.000991662023137,2.040471998791627,-0.7550374202882544,-0.05510030727647038
on_inspection,18.939507379008965,6.037417560874537,-23.70037768662478,-0.5614800958575309,7.386698043606403,10.279849143154799,-19.70119787647808,-8.844999417032266,11.579660721045355,-1.4815765992174563,-12.306082308729478,-18.79195407878869,-6.115856488443182,-18.454735755776174,-5.565369771360715,9.474759587790025,-8.05663300325434,-4.697230363238827,-2.8135404675127953,4.397988779194856,-5.129330775653355,1.1103575876992657,-1.0046149021171595,-0.07154642992864076
on_inspection,18.821902112012186,4.949623805816097,-20.359476910406457,-0.5492753310080648,7.855260302690115,11.417792373209465,-26.35970709601804,-9.354885616602083,9.934352918689841,-6.614129859154387,-8.638655721826572,-24.052027216397178,-3.732851904244255,-17.32424255261596,-7.408616857112589,8.859982638974198,-7.848997374201374,-4.719957323684183,-2.9243487291227033,3.4050834985589806,-5.680640487429443,0.93155891793184,-1.207844884854451,-0.12863912284965998
on_inspection,18.472837257640187,4.905675191978068,-15.831036894343782,0.5443332604144485,9.230135584283744,11.733533213906929,-31.04910052977547,-10.315482561932955,6.102871405458357,-9.946200227008106,-5.894543249110219,-24.03126317860646,-3.5386743365928752,-15.638840804134464,-9.366499146523537,6.898688918061398,-5.941719023996007,-3.4629400656893035,-3.2994626729449266,2.5343390830922115,-6.272760817131749,0.5617124216416534,-1.3388925602770594,-0.09144522280712687
on_inspection,18.325412338440625,4.372100074685411,-13.481170588840394,0.5115439028706061,10.435268638904951,12.001528852196321,-31.948659671434935,-10.011166739566157,2.944565635218538,-11.726210811767354,-5.536183225054473,-21.794275076064054,-7.482071416006849,-15.726655746594847,-10.566960321272452,4.238789510570695,-4.69987473360309,-3.872858695664414,-2.9948034000276658,1.5299676597845215,-5.395228091111122,-0.2170000534178594,-1.1111277572018228,-0.05259882973631597
on_inspection,18.199201905813972,1.987698797604605,-10.74277712504087,3.0566429243713724,13.062359011155149,11.072538177612177,-34.15520647190841,-12.511088453801326,-0.3010917522365699,-11.637513630080885,-4.630784104415179,-16.30697782666386,-11.612968708882052,-17.298254273340884,-9.610811394121766,2.959251815447536,-4.557256545325421,-3.445227685106319,-3.1181391313672977,0.11782242260877307,-4.403130189683515,-0.8573165893805131,-0.9837875907073081,-0.03223062265605047
on_inspection,17.50064867528567,2.689165745242083,-3.7611732120012293,3.773740394839812,8.826656293210107,16.66963001952839,-31.265287260005337,-11.153686989623935,-10.258139888753025,-20.782084915702164,2.069734003936777,-16.439083757276588,-10.414239460935002,-14.498057794182646,-11.618618278650155,2.576185449515494,-1.8331558708976363,-5.30987082209067,-5.979393146443765,1.53337699267678,-5.202154511353345,-0.3545411852302862,-0.930328922654862,0.005753090116297768
